seed,run,i,B,K,xi,gamma,C,C_acc_train,C_acc_test,C_gap_acc,C_auroc_train,C_auroc_test,C_gap_auroc,C_auprc_train,C_auprc_test,C_gap_auprc,C_hinge_gap,C_J_w,C_J_xi,Q_acc_test_max,Q_auroc_test_max,Q_auprc_test_max,Q_acc_train_max,Q_auroc_train_max,Q_auprc_train_max,Q_gap_acc_max,Q_gap_auroc_max,Q_gap_auprc_max,Q_hinge_gap_min,Q_J_w_max,Q_J_w_min,Q_J_w_mean,Q_J_xi_max,Q_J_xi_min,Q_J_xi_mean,alpha_npz_path,Q_topk
44,9,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.8333333333333334,0.9072,0.8707022283670377,0.92,0.96,0.96262400075807,0.16000000000000003,0.15200000000000002,0.2061653174339686,0.2158356393582973,500.0632231981462,294.2267145513372,376.5484309630937,44.465907828440265,14.098431814325703,21.384785391280918,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx09_g0.90_B5_K3_xi1_C31.npz,20
44,9,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.8533333333333334,0.9212444444444445,0.9129442079454115,0.94,0.9776,0.9760536002009688,0.20666666666666667,0.1539555555555555,0.18301029554041204,0.3088414305414394,531.0405203196826,227.71452011636404,395.2460216844786,39.537358731975786,10.812066391655117,18.063620241301685,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx10_g1.00_B5_K3_xi1_C31.npz,20
44,9,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.86,0.9242666666666666,0.9168000497976584,0.92,0.976,0.9730240605338414,0.16000000000000003,0.13866666666666672,0.16779589136470108,0.3766009315721571,515.3016650449661,186.18814275307162,369.32159653657624,23.87180041492838,10.68470862048834,16.526333418687123,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx11_g1.10_B5_K3_xi1_C31.npz,20
44,9,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.8533333333333334,0.9137777777777778,0.9072474647904394,0.92,0.9712000000000001,0.9702809670370312,0.15333333333333332,0.10364444444444443,0.1592250655730968,0.35361123278332096,499.15256670486394,294.0630404673878,397.00660312359634,29.731325689727882,12.32052750376245,17.86937914686206,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx12_g1.20_B5_K3_xi1_C31.npz,20
44,9,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.82,0.8997333333333333,0.8841505656458588,0.94,0.9696,0.9712610027653508,0.16000000000000003,0.15164444444444447,0.21569064079228562,0.4867978895121611,413.62702971547276,264.198090146899,330.47932710309095,38.426769583740786,12.267904238439844,19.028127231848114,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx13_g1.30_B5_K3_xi1_C31.npz,20
44,9,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.8133333333333334,0.893688888888889,0.8712630876817333,0.9,0.984,0.9839752884796364,0.16666666666666663,0.16035555555555547,0.24968548254402856,0.4293826038683036,452.65917219588937,265.7905114008248,353.4794747848226,25.221422703344007,12.338928358400214,18.81055182493329,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx14_g1.40_B5_K3_xi1_C31.npz,20
44,9,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.8466666666666667,0.9086222222222222,0.904018312444967,0.9,0.9728,0.9720366952421282,0.17333333333333334,0.1685333333333333,0.2751470313247283,0.21175714748865748,424.18284825407255,199.76433688789254,310.12314315310704,29.058551190782,11.448955649689232,18.659473737395803,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx15_g1.50_B5_K3_xi1_C31.npz,20
44,9,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.8066666666666666,0.8865777777777778,0.8921446516548188,0.9,0.9792000000000001,0.9773763515237199,0.18666666666666665,0.16213333333333324,0.2091465516202632,0.3861953459014531,420.3113406515097,157.81522362073952,329.9736121826315,37.04647683573806,10.77791530218069,20.605430900054166,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx16_g1.60_B5_K3_xi1_C31.npz,20
44,9,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.82,0.9041777777777777,0.9028108865001978,0.92,0.9696,0.9669510863749254,0.21333333333333337,0.18666666666666665,0.24852123423761485,0.27323049801308036,415.7839527158594,271.87548339033503,347.2693634473445,44.60888138313163,12.922708483088904,19.49294724751349,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx17_g1.70_B5_K3_xi1_C31.npz,20
44,9,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.8066666666666666,0.8817777777777778,0.8764753469080893,0.92,0.9712,0.9732104399570667,0.17333333333333334,0.14079999999999993,0.24768867154012586,0.48598525165748363,437.02591066665184,224.68909967651703,329.66830320342495,27.501194656051112,12.808961641869725,18.337824503455824,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx18_g1.80_B5_K3_xi1_C31.npz,20
44,9,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.8333333333333334,0.912,0.8869138713930571,0.92,0.984,0.9832980398023877,0.20666666666666667,0.2168888888888889,0.29008033937819633,0.21916501065139232,391.97543163312326,193.27234830443211,312.9656441670719,25.62383723094218,12.18737543565214,17.90069889521727,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx19_g1.90_B5_K3_xi1_C31.npz,20
44,9,20,5,3,1,2.0,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9744612029893899,0.8245025780952813,0.1499586248941086,0.3503790810859847,101.04349475294231,8.071696585371896,0.8533333333333334,0.9180444444444444,0.9126827719667385,0.9,0.9712,0.974889861488327,0.14,0.19608888888888898,0.2943645353638521,0.5390134206240131,453.60236442034625,189.9722903869656,304.4808388250793,31.213541540454067,13.062939195745885,20.349456415871707,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx20_g2.00_B5_K3_xi1_C31.npz,20
44,9,21,5,3,1,2.1,31,0.94,0.8066666666666666,0.1333333333333333,0.9792000000000001,0.8640000000000001,0.11519999999999997,0.9744612029893899,0.8190617804590359,0.155399422530354,0.3518951675014628,98.81162770727036,8.076227834643843,0.8133333333333334,0.8965333333333334,0.8949415073933744,0.92,0.9856,0.9861818566241356,0.16000000000000003,0.19057777777777785,0.2735540944200856,0.36259179450509316,406.3396684480123,169.05629811947023,286.63159968802677,33.675549821928186,8.662158133509521,18.62964450525374,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx21_g2.10_B5_K3_xi1_C31.npz,20
44,9,22,5,3,1,2.2,31,0.94,0.8,0.1399999999999999,0.976,0.8645333333333333,0.11146666666666671,0.9701271370553239,0.8247376759247187,0.14538946113060525,0.35476141330237043,96.46465578222426,7.9026475836352805,0.8,0.8725333333333334,0.8629176256703838,0.9,0.9823999999999999,0.9836837991260781,0.17333333333333334,0.19804444444444436,0.28721943915274506,0.5840079512416227,390.4028677515452,199.0748723825986,282.3192848059573,35.227207946735476,12.29456016272808,19.998401002540366,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx22_g2.20_B5_K3_xi1_C31.npz,20
44,9,23,5,3,1,2.3,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8643555555555557,0.11324444444444437,0.9729842799124668,0.8294192696957261,0.14356501021674073,0.3564880661281826,95.2423559146679,7.8114141648789,0.84,0.9088,0.8912918420942183,0.94,0.9776,0.9750234103472494,0.16666666666666663,0.21582222222222236,0.21582251436411526,0.2979804461459591,386.96909927101217,166.11933431870915,267.6419647503951,30.828150917809058,9.821033444717333,18.049459964631787,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx23_g2.30_B5_K3_xi1_C31.npz,20
44,9,24,5,3,1,2.4,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111112,0.11288888888888882,0.9729842799124668,0.8315335852382023,0.14145069467426452,0.35699014785554417,94.65727867812994,7.784781267562035,0.8266666666666667,0.9015111111111112,0.8935762222082999,0.92,0.9616,0.9678614216701174,0.16666666666666663,0.15466666666666673,0.19087160680874615,0.33545725479453553,349.13877079072165,105.91018652669855,257.58991193667987,29.528588006746883,12.832133283430245,19.380161250519386,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx24_g2.40_B5_K3_xi1_C31.npz,20
44,9,25,5,3,1,2.5,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8647111111111111,0.11288888888888893,0.9729842799124668,0.8327173242537338,0.14026695565873304,0.35874373101695733,94.7295459840264,7.763770258502407,0.8266666666666667,0.8995555555555554,0.8893365147041696,0.96,0.9792000000000001,0.982129917184265,0.22000000000000008,0.1923555555555555,0.2027141286361953,0.40539822028322997,347.2591921639967,98.32416219011058,223.11322667214276,31.66806969505652,11.505582595332372,17.00513405929025,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx25_g2.50_B5_K3_xi1_C31.npz,20
44,9,26,5,3,1,2.6,31,0.94,0.7933333333333333,0.1466666666666666,0.9776,0.8650666666666667,0.11253333333333337,0.9729842799124668,0.8375356656849922,0.13544861422747467,0.35978800464971283,95.75257908936644,7.67356102788604,0.8666666666666667,0.9043555555555555,0.8946792455507602,0.92,0.976,0.9797433413418069,0.20000000000000007,0.1763555555555555,0.2173519484006603,0.3814498955529849,294.271688031363,160.3986657849759,231.8448205945254,30.648173048803525,12.659145068165827,19.26973762723742,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx26_g2.60_B5_K3_xi1_C31.npz,20
44,9,27,5,3,1,2.7,31,0.94,0.7866666666666666,0.15333333333333332,0.9792000000000001,0.8664888888888889,0.1127111111111112,0.9756509465791335,0.8393797664858986,0.1362711800932349,0.3616197567830418,98.02085729076086,7.569589742770514,0.8,0.8686222222222222,0.8643691391807579,0.94,0.9663999999999999,0.961263176941364,0.22666666666666668,0.17777777777777792,0.20200207968055128,0.37257189236149024,352.06505681008196,156.60124093555464,243.85394558868512,31.568538400507258,10.91053679081514,20.774901358914622,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx27_g2.70_B5_K3_xi1_C31.npz,20
44,9,28,5,3,1,2.8,31,0.94,0.78,0.15999999999999992,0.9808,0.866311111111111,0.11448888888888897,0.9781509465791335,0.8406784986126505,0.13747244796648295,0.3648802382694566,101.13769808042768,7.484037538422587,0.7933333333333333,0.8792888888888889,0.8782744317743907,0.94,0.9568,0.958774223401529,0.21333333333333337,0.20799999999999996,0.23661098672728376,0.40314718769425334,332.07329318813913,112.41071704353946,223.88966544953,28.092322674544405,12.204356121844764,19.698146096361043,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx28_g2.80_B5_K3_xi1_C31.npz,20
44,9,29,5,3,1,2.9,31,0.94,0.7733333333333333,0.16666666666666663,0.9808,0.8643555555555557,0.11644444444444435,0.9781509465791335,0.8391208580395922,0.13903008853954124,0.3689494345194845,103.54685749525677,7.413304810175276,0.8133333333333334,0.8840888888888889,0.8979837216308943,0.94,0.9712000000000001,0.9691581528804575,0.21999999999999997,0.15822222222222226,0.1925554451132453,0.31113803188887407,300.0305257105575,161.0394269504914,223.5762378430285,31.727713880603446,10.456295985157668,18.015363735182138,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run009_idx29_g2.90_B5_K3_xi1_C31.npz,20
44,10,0,5,3,1,0.0,31,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,-1.0097419586828951e-28,50.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.05,50.0,50.0,50.0,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx00_g0.00_B5_K3_xi1_C31.npz,20
44,10,1,5,3,1,0.1,31,0.84,0.7666666666666667,0.07333333333333325,0.9344,0.8661333333333333,0.0682666666666667,0.9404859519565403,0.848163110503393,0.09232284145314729,0.11704885812190402,228.38105741405118,23.19621495493452,0.8066666666666666,0.8753777777777778,0.8459547820275419,0.84,0.9296,0.9308603208724491,0.18000000000000005,0.17155555555555546,0.1895603859618341,0.22989290238395266,273.89146364465057,107.65606773059153,170.23568533965027,33.1967148734397,26.501320373830772,29.11534608839578,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx01_g0.10_B5_K3_xi1_C31.npz,20
44,10,2,5,3,1,0.2,31,0.88,0.8066666666666666,0.07333333333333336,0.9488000000000001,0.8922666666666667,0.056533333333333435,0.9513585296529239,0.8685758333167728,0.0827826963361511,0.12509523898395275,175.18249314917824,17.29259799480108,0.88,0.9260444444444444,0.9120877320972035,0.9,0.9600000000000001,0.961388201221027,0.18666666666666676,0.13102222222222226,0.13034884989799944,0.09902893093018122,310.3481931757176,154.53908217606775,228.13352398428339,27.32496812871488,17.03175244989825,20.1745487765706,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx02_g0.20_B5_K3_xi1_C31.npz,20
44,10,3,5,3,1,0.3,31,0.88,0.8066666666666666,0.07333333333333336,0.9648,0.8981333333333335,0.06666666666666654,0.9649868006606398,0.8766116205431189,0.08837518011752088,0.14051579389435848,145.98951634135295,15.404328543836913,0.8533333333333334,0.9256888888888889,0.9118470207167311,0.92,0.9664,0.9675672993672995,0.18000000000000005,0.16639999999999988,0.2329610991655433,0.215922808206662,371.38371504870656,110.89994383014735,257.2703809629571,38.87810332222887,13.397985790454246,19.110866615066577,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx03_g0.30_B5_K3_xi1_C31.npz,20
44,10,4,5,3,1,0.4,31,0.9,0.8133333333333334,0.08666666666666667,0.9712000000000001,0.8917333333333334,0.07946666666666669,0.9659035310317179,0.8722865664318659,0.09361696459985203,0.18489741895697243,156.10066059701515,13.327616246321597,0.8533333333333334,0.908088888888889,0.8999121117584795,0.92,0.968,0.9662945451650109,0.19333333333333325,0.1432888888888889,0.2420140986246927,0.22498407571856735,533.3402145727621,243.36865040102117,343.19673360428345,39.39830817322641,12.284322348395827,20.151088522044464,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx04_g0.40_B5_K3_xi1_C31.npz,20
44,10,5,5,3,1,0.5,31,0.9,0.82,0.08000000000000007,0.9696,0.8942222222222224,0.07537777777777765,0.9643093281331672,0.8747770010911495,0.08953232704201763,0.1837385832775913,128.23843792865944,12.977071320186983,0.82,0.9006222222222222,0.8816673383645817,0.92,0.9616,0.9568157647868729,0.16666666666666674,0.1578666666666666,0.2209294142274324,0.26746677517754025,508.65961142821743,296.81830858055685,376.90837782617734,40.540132428144766,13.316487101359602,23.219340319499906,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx05_g0.50_B5_K3_xi1_C31.npz,20
44,10,6,5,3,1,0.6,31,0.9,0.82,0.08000000000000007,0.9744,0.8986666666666667,0.07573333333333332,0.9701281952563822,0.8769713839522585,0.09315681130412368,0.20173444796027318,131.01376981894327,11.628934726106454,0.8666666666666667,0.9223111111111111,0.8951025717080489,0.92,0.9664,0.9655969750056708,0.19333333333333325,0.1758222222222222,0.19136860111569487,0.2517366662693252,522.4936820773988,237.32175709253752,371.8191342936266,31.468825115162048,12.502405662739434,19.131766358893096,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx06_g0.60_B5_K3_xi1_C31.npz,20
44,10,7,5,3,1,0.7,31,0.94,0.8133333333333334,0.1266666666666666,0.9808,0.8967111111111111,0.08408888888888888,0.9758857044138913,0.8731112141568141,0.10277449025707719,0.22268819345745533,129.09856402549678,10.80975391995792,0.8666666666666667,0.9237333333333333,0.9090890038579091,0.92,0.9744,0.9746084524171481,0.1466666666666666,0.14880000000000004,0.17586024162317393,0.21747392220461573,533.8996739880579,226.5810908461143,403.5005720157054,31.10336331824593,12.399598291869339,18.314650477593943,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx07_g0.70_B5_K3_xi1_C31.npz,20
44,10,8,5,3,1,0.8,31,0.94,0.8,0.1399999999999999,0.9792,0.8864000000000001,0.09279999999999988,0.9730285615567484,0.8541816915999213,0.11884686995682714,0.2673566961828829,132.7749073934835,9.832595053952126,0.86,0.9155555555555556,0.8943981897219762,0.94,0.9808,0.9794265324161797,0.1333333333333333,0.1333333333333333,0.1983140503288251,0.3080184587955533,516.4142619727517,266.0967800586982,400.7449343223212,26.996792367064536,10.404833315228021,17.850948762650226,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx08_g0.80_B5_K3_xi1_C31.npz,20
44,10,9,5,3,1,0.9,31,0.94,0.8,0.1399999999999999,0.9792,0.8830222222222223,0.0961777777777777,0.9730285615567484,0.8490021331204723,0.12402642843627609,0.2793313853381394,128.42888161940573,9.66319555756844,0.86,0.9155555555555556,0.9093037369860467,0.9,0.9696,0.9671862259479961,0.1333333333333333,0.1498666666666667,0.23554902331615168,0.38225658357501235,552.6761900568639,209.40753365536443,406.14481762995376,34.459916861811024,12.14385849724109,20.804294313515182,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx09_g0.90_B5_K3_xi1_C31.npz,20
44,10,10,5,3,1,1.0,31,0.94,0.8,0.1399999999999999,0.9792,0.8856888888888889,0.0935111111111111,0.9730285615567484,0.850738510602184,0.12229005095456447,0.2814507240963103,124.71810226269153,9.457329041394205,0.86,0.9168000000000001,0.9011437493731336,0.92,0.9792,0.9787210065297023,0.1333333333333333,0.13582222222222218,0.20125396721802247,0.3188319133255326,503.83293245589203,232.63396965048688,382.59525797426977,32.115800328654956,10.768994949024423,17.89489864458754,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx10_g1.00_B5_K3_xi1_C31.npz,20
44,10,11,5,3,1,1.1,31,0.92,0.8,0.12,0.9792,0.8871111111111111,0.09208888888888889,0.9730285615567484,0.8526020327421364,0.12042652881461202,0.28360635914711596,126.50904534724759,9.233637894482877,0.8466666666666667,0.916088888888889,0.8977192255932971,0.92,0.9792000000000001,0.9802268147311626,0.15333333333333332,0.1032888888888891,0.15494835054749234,0.30122695254828047,492.2103247489506,283.24267819156603,390.7939074024177,27.476789989970822,10.11431411191546,17.809768392274172,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx11_g1.10_B5_K3_xi1_C31.npz,20
44,10,12,5,3,1,1.2,31,0.92,0.8,0.12,0.9792,0.8846222222222223,0.09457777777777765,0.9730285615567484,0.8492694788533237,0.12375908270342473,0.28566036203891254,118.29981224761431,9.220003327531149,0.84,0.8983111111111111,0.8931558361162708,0.92,0.9776,0.9776910318289629,0.18000000000000005,0.17546666666666655,0.24462775576175466,0.37980137383875134,522.4639750311553,262.2058160166808,391.9118861760599,47.28081095481046,9.96907585042014,19.622743365359025,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx12_g1.20_B5_K3_xi1_C31.npz,20
44,10,13,5,3,1,1.3,31,0.92,0.7933333333333333,0.1266666666666667,0.9808,0.8856888888888889,0.09511111111111115,0.9758857044138913,0.8435994545730868,0.1322862498408045,0.292414065555887,118.94212918613239,8.822718594826604,0.82,0.8944000000000001,0.8824912387383961,0.92,0.9776,0.976206892962957,0.16000000000000003,0.14613333333333334,0.17805683970862507,0.33647394591765045,464.4232593372948,284.7446373764285,367.6853504382245,32.64089084274613,11.004111441923005,19.03205317674193,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx13_g1.30_B5_K3_xi1_C31.npz,20
44,10,14,5,3,1,1.4,31,0.94,0.8,0.1399999999999999,0.9808,0.8849777777777779,0.09582222222222214,0.9758857044138913,0.842262779968217,0.13362292444567436,0.3001153904168513,120.95412781910287,8.440379115367996,0.82,0.9095111111111112,0.895880590851702,0.9,0.9712,0.9717181676560988,0.17333333333333334,0.18933333333333335,0.2600673960763953,0.5919395125993917,541.8953621002366,172.47581907305818,370.27683826686894,27.340669521830275,13.36781749539837,19.084153997604336,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx14_g1.40_B5_K3_xi1_C31.npz,20
44,10,15,5,3,1,1.5,31,0.94,0.8,0.1399999999999999,0.9808,0.8833777777777778,0.09742222222222219,0.9758857044138913,0.8398925854237905,0.1359931189901008,0.3076483138485647,115.22847399186671,8.380810973885037,0.82,0.9084444444444445,0.8979361242762642,0.94,0.9776,0.9761782661782662,0.15333333333333332,0.14506666666666668,0.2378858425551026,0.29912775453984874,440.18467283665103,239.30204641979802,332.9035985619903,33.333638325222594,10.60249756072112,18.451272559316276,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx15_g1.50_B5_K3_xi1_C31.npz,20
44,10,16,5,3,1,1.6,31,0.94,0.8,0.1399999999999999,0.9808,0.8785777777777778,0.10222222222222221,0.9758857044138913,0.8348174596929117,0.14106824472097967,0.31890304074558784,110.5819572819053,8.289771775016389,0.8266666666666667,0.8963555555555556,0.8909862843000447,0.92,0.9792,0.9805957760380549,0.18666666666666665,0.18204444444444445,0.28073950936400593,0.32791793775722344,438.37459345900925,203.06384544227953,325.3194056030241,30.38809868419935,9.499560935532624,17.876429521930675,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx16_g1.60_B5_K3_xi1_C31.npz,20
44,10,17,5,3,1,1.7,31,0.94,0.7933333333333333,0.1466666666666666,0.9808,0.8741333333333333,0.10666666666666669,0.9758857044138913,0.8287919435479508,0.1470937608659405,0.3319903799571792,106.94611507565918,8.165245783816175,0.8666666666666667,0.9102222222222223,0.8682863245463653,0.92,0.9776,0.9783400541487499,0.19333333333333336,0.18559999999999988,0.28181836710413966,0.21941756411314609,493.5881755758011,217.4741297250249,327.95796233186843,27.99658903353603,11.165385497496592,19.524167765204275,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx17_g1.70_B5_K3_xi1_C31.npz,20
44,10,18,5,3,1,1.8,31,0.94,0.7933333333333333,0.1466666666666666,0.9792,0.8712888888888889,0.10791111111111107,0.9730285615567484,0.833111728624413,0.13991683293233548,0.3432652947744218,104.06377203041191,7.973678048235762,0.8133333333333334,0.9024,0.9044899048278564,0.92,0.9696,0.9683727576771055,0.16000000000000003,0.1418666666666667,0.23013777175582528,0.4238279362617508,390.88735788426874,209.7386967426309,320.71013018269105,28.893194653146214,12.47026191110482,18.408297101457865,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx18_g1.80_B5_K3_xi1_C31.npz,20
44,10,19,5,3,1,1.9,31,0.94,0.7866666666666666,0.15333333333333332,0.9792,0.8672000000000001,0.11199999999999988,0.9730285615567484,0.8323653687622186,0.14066319279452988,0.34909609638307865,102.01234217574859,7.967228486235931,0.84,0.9002666666666667,0.8946400502640043,0.92,0.9712,0.9708697085637037,0.18000000000000005,0.17120000000000002,0.1839578384611592,0.3776397567069941,401.04125569250965,234.91151494301235,300.3288149153328,38.50466241010644,13.893208308795618,18.788737271261482,C:\Users\cotjq\OneDrive\Desktop\python_code\Quantum Computing Lab\SVM_Data\alpha data\seed_44\alpha_seed44_run010_idx19_g1.90_B5_K3_xi1_C31.npz,20
